barcode_src,title_src,author_src,date1_src,date2_src,include_yn,reason,firstpub,pubplace,authgender,authnationality,authordates,author_profession,page_count_src,token_count_o200k_base_gen,language_src,topic_or_subject_gen,topic_or_subject_score_gen,genre_or_form_src,general_note_src,ocr_score_src,ocr_score_gen,likely_duplicates_barcodes_gen,identifiers_src,hathitrust_data_ext,is_english_1831_1930
hn1neb,Our Saturday nights.,"Pomeroy, Mark M.",1879,,y,early; weird; author is partisan Democratic newspaper editor,1879.0,US,m,US,1833-1896,,288.0,58941.0,eng,LANGUAGE AND LITERATURE,0.99842,,,93.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)79070377'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1neb', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044107216350,"The roll of the Royal College of Physicians of London : comprising biographical sketches of all the eminent physicians whose names are recorded in the Annals from the foundation of the college in 1518 to its removal in 1825, from Warwick Lane to Pall Mall East","Munk, William",1878,9999,y,early; biography,1878.0,UK,m,UK,1816-1898,,550.0,299133.0,eng,MEDICINE,0.998680651,Biography,"Vol. 4 compiled by G.H. Brown; v. 5 edited by R.R. Trail., Includes indexes.",97.0,98.0,['HC2WZ8'],"{'lccn': array(['07029794 //r843'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02352964'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044107216350', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
32044092001494,Sanitary construction in building.,"Hasluck, Paul N.",1906,,y,we don't have much on building,1906.0,UK,m,UK,1854-1931,,168.0,79221.0,eng,MEDICINE,0.961256862,,"""A comprehensive digest of information, contributed to Building world ... consists substantially of articles written by Mr. H. Gilbert Whyatt.""--Pref.",97.0,98.0,,"{'lccn': array(['08009167'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03581518'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044092001494', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
32044020439832,"Heredity, health and personal beauty","Shoemaker, John V.",1890,,y,heredity,1890.0,US,m,unknown,1852-1910,,510.0,246754.0,eng,MEDICINE,0.988769174,,"Includes chapter on ""Household Remedies"".",92.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)05786827'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044020439832', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044088937081,"How to help cases of distress: a handy reference book for almoners and others,","Loch, Charles Stewart",1895,,y,"philanthropy; author was ""Secretary of the Society for the Organisation of Charitable Relief and the Repression of Mendicity""",1895.0,UK,m,UK,1849-1923,,226.0,155750.0,eng,LAW,0.269780219,,,95.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)10244508'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044088937081', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
hx5bww,Code standard English grammar.,"Mason, C. P.",1883,1884,y,has exercises that can be directly adapted into questions; author classical scholar,1883.0,UK,m,UK,1820-1900,,204.0,89501.0,eng,LANGUAGE AND LITERATURE,0.999247551,,,89.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)83008750'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hx5bww', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
tz1ae8,Appletons' popular science monthly.,,1895,1900,y,,1896.0,US,unknown,unknown,unknown,,910.0,589532.0,eng,SCIENCE,0.999470532,,Editor: W. J. Youmans.,95.0,100.0,,"{'lccn': array(['sn 92025742'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)05236043'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.tz1ae8', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hn54kd,"CyclopâˆšÂ¶dia illustrations [Letter from the New Haven Palladium signed P.K., and other adverse criticisms on Johnson's New Universal cyclopâˆšÂ¶dia.]",,1877,,y,crazy polemic; early,1877.0,unknown,unknown,unknown,unknown,,48.0,41826.0,eng,GENERAL WORKS,0.997619927,,,84.0,97.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)82108344'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn54kd', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn31p1,Rosine,"Whyte-Melville, G. J.",1877,,y,early,1875.0,UK,m,Scottish,1821-1878,,304.0,111037.0,eng,LANGUAGE AND LITERATURE,0.99599272,"Fiction, History",,91.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02703627'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn31p1', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hnp3vu,Green pastures and Piccadilly. A novel.,"Black, William",1878, ,y,early; Scottish writer,1877.0,US,m,Scottish,1841-1898,,396.0,213124.0,eng,FINE ARTS,0.685920358,Fiction,,95.0,100.0,,"{'lccn': array(['06012934'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03534924'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnp3vu', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044037714573,Ancient cities from the dawn to the daylight,"Wright, William Burnet",1886,,y,author is a Congregational clergyman; perspectivally interesting effect on his writing,1886.0,US,,,,,332.0,94739.0,eng,FINE ARTS,0.9158566,,,94.0,99.0,['HN1BFC'],"{'lccn': array(['04011893'], dtype=object), 'isbn': array(['0524086141 (microfiche)'], dtype=object), 'ocolc': array(['(OCoLC)03124619'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044037714573', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn2wrs,"Life histories of animals, including man; or, Outlines of comparative embryology,","Packard, A. S.",1876,,y,AmericanÂ entomologistÂ andÂ palaeontologist,1876.0,US,m,US,1839-1905,,266.0,121290.0,eng,SCIENCE,0.999525309,,,92.0,97.0,,"{'lccn': array(['08007369'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)05433745'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn2wrs', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hwaq3t,"Trouting on the BrulâˆšÂ© River, or Summer-wayfaring in the northern wilderness.","King, John Lyle.",1880,,y,,1880.0,US,m,US,unknown,,316.0,99768.0,eng,AGRICULTURE,0.571311116,,,92.0,99.0,['HWG1SF' 'HWHH4U'],"{'lccn': array(['01015920'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04166205'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwaq3t', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hxdi9b,"Sea and bay; a poem of New England,","Stork, Charles Wharton",1916,,y,,1916.0,US,m,US,1881-1971,,192.0,30606.0,eng,HISTORY OF THE AMERICAS,0.76645112,,,90.0,99.0,,"{'lccn': array(['16008921'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04553892'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hxdi9b', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hw3exy,"The history of Canada under French rÃ©gime. 1535-1763. With maps, plans, and illustrative notes.","Miles, Henry H.",1881,,y,need 1880s; anglophone author born in England,1881.0,CA,m,CA,1818-1895,,572.0,276523.0,eng,HISTORY OF THE AMERICAS,0.995438874,,,94.0,99.0,['HWWL9C' 'HWWL9D'],"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)05320690'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hw3exy', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hnqune,"Will socialism benefit the English people? : verbatim report of a debate between H. M. Hyndman and Charles Bradlaugh, held at St. James' Hall on April 17th, 1884, Professor Beesly in the chair.","Hyndman, H. M. ; Bradlaugh, Charles",1884,,y,debate between two opposed pov's; important to check,1884.0,UK,m,UK,1842-1921; 1833-1891,,50.0,21827.0,eng,SOCIAL SCIENCES,0.99920696,,,95.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)16958512'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnqune', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044091856823,"A text-book on applied mechanics : specially arranged for the use of science and art, city and guilds of London Institute and other engineering students","Jamieson, Andrew",1895,1897,y,has exercises that can be directly adapted into questions; author Scottish engineer,1895.0,UK,m,Scottish,1849-1912,,448.0,195920.0,eng,TECHNOLOGY,0.994709134,,,93.0,93.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)13764693'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044091856823', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044102905502,Annals of mathematics.,,1884,9999,y,,1916.0,US,unknown,unknown,unknown,,242.0,139875.0,eng,SCIENCE,0.999740899,"Computer network resources, Electronic journals","Editors: Oct. 1899-Mar. 1926, O. Stone and others.--Sept. 1926-Oct. 1929, J. H. M. Wedderburn and others.--Jan. 1930-<Oct. 1948> S. Lefschetz and others.",88.0,86.0,,"{'lccn': array(['49006640 //r882'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01481391'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044102905502', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044038099461,Elphinstone's Introduction to conveyancing : with an appendix dealing with registered land.,"Elphinstone, Howard Warburton",1906,,y,law,1906.0,UK,m,UK,1830-1917,,676.0,357119.0,eng,LAW,0.49231267,,Cover: Elphinstone's Introduction to conveyancing and registration of land.,96.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)5839380'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044038099461', 'rights_code': 'pdus', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
hwe9t3,St. Katherine's by the tower : a novel,"Besant, Walter",1891,,y,,1891.0,UK,m,UK,1836-1901,,336.0,81629.0,eng,LANGUAGE AND LITERATURE,0.996499777,,,92.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)05895478'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwe9t3', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044044504728,The conquest of arid America,"Smythe, William Ellsworth",1905,1899,y,irrigation,1900.0,US,m,US,1861-1922,,486.0,139843.0,eng,HISTORY OF THE AMERICAS,0.995443702,,,84.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)27252595'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044044504728', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044019979996,A textbook of physiology,"Foster, M.",1888,1891,y,,1888.0,UK,m,UK,1836-1907,,382.0,222470.0,eng,SCIENCE,0.999710739,,,94.0,99.0,['32044048099832' '32044072255367' '32044072255375' '32044097031389'],"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)14088775'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044019979996', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
hxdn6e,"Historia amoris; a history of love, ancient and modern,","Saltus, Edgar",1922,,y,,1906.0,US,m,US,1855-1921,,302.0,91826.0,eng,LANGUAGE AND LITERATURE,0.978222847,,,92.0,97.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02128351'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hxdn6e', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044097002315,Exercises in arithmetic.,"Wentworth, G. A.",1889,,y,valuable arithmetic exercises involving pecks and rods,1889.0,US,m,US,1835-1906,,476.0,196994.0,eng,SCIENCE,0.999373019,,,94.0,96.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)223178597'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044097002315', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hwysm9,An outline of English local government,"Jenks, Edward",1894,,y,local government,1894.0,UK,m,UK,1861-1939,,278.0,104971.0,eng,POLITICAL SCIENCE,0.997331738,,,93.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)08886233', '(OCoLC)23712157'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwysm9', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-13'}",TRUE
hw2bq6,"Kin-da-shon's wife; an Alaskan story,","Willard, Carrie M. W.",1892,,y,author listed as Mrs Eugene S White,1892.0,US,f,US,1853-1915,,316.0,120407.0,eng,HISTORY OF THE AMERICAS,0.991192043,Fiction,,92.0,99.0,,"{'lccn': array(['08037015'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02274643'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hw2bq6', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hn5ezx,Round the world in silence,"Kent, Annabelle.",1911,,y,travel while deaf,1911.0,US,f,US,unknown,,256.0,80464.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.962801993,,,95.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03905760'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn5ezx', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044054092978,Traces of the plan of our being so far as revealed in the mental plan and in the preparation therein for the precepts and doctrines of Christ : the state intermediate and the agencies mediatorial,"Mansfield, L. W.",1884,,y,mill worker who wrote on Christian themes,1884.0,US,m,US,1816-1898,,228.0,92273.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.990787089,,"Originally published under title: The outlines of the mental plan, and the preparation therein for the precepts and doctrine of Christ.",90.0,99.0,['AH6PCL' 'HWLDXX'],"{'lccn': array([], dtype=object), 'isbn': array(['0837042720 (microfiche) :'], dtype=object), 'ocolc': array(['(OCoLC)17493845'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044054092978', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hc16zc,"Gould and Pyle's cyclopedia of practical medicine and surgery, with particular reference to diagnosis and treatment.","Gould, George M.",1912,,y,,1912,,,,,,680.0,904015.0,eng,MEDICINE,0.9991467,Dictionaries,,96.0,99.0,,"{'lccn': array(['12015919'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03594526'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hc16zc', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hnqphe,The web : a novel,"Kummer, Frederic Arnold",1919,,y,wartime mystery novel,1919.0,US,m,US,1873-1943,,296.0,78604.0,eng,SCIENCE,0.574128807,,"Verso of t.p.: Published, January, 1919.",94.0,100.0,,"{'lccn': array(['19002187'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)00587232'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnqphe', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hwxklx,Foreign exchange : the financing mechanism of international commerce,"Furniss, Edgar S.",1922,1992,y,,1922.0,US,m,US,1890-1972,,430.0,198144.0,eng,SOCIAL SCIENCES,0.999201834,,,96.0,100.0,['HNTBQZ'],"{'lccn': array(['22011008 /REVISED'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)00738939'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwxklx', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
hn6gyz,"The book of forty puddings,","Brown, Susan Anna.",1882,,y,cookbook,1882.0,US,f,US,unknown,,64.0,4874.0,eng,LANGUAGE AND LITERATURE,0.970154881,,,90.0,98.0,,"{'lccn': array(['07028276'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)06948360'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn6gyz', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn5vue,"Supplement to Encyclopedia britannica (ninth edition) : a dictionary of arts, sciences, and general literature.",,1889,,y,reference,1889.0,UK,unknown,unknown,unknown,,800.0,1240242.0,eng,GENERAL WORKS,0.999058783,,"""American Supplement to the EncyclopâˆšÂ¶dia Britannica""-- v. 3, p. 3.",91.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)09940220'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn5vue', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044028293736,Ethics for children : a guide for teachers and parents,"Cabot, Ella Lyman.",1910,,y,conduct book; woman author,1910.0,US,f,US,1866-1934,,296.0,111107.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.999416828,Computer network resources,,95.0,98.0,,"{'lccn': array(['10020613'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02205211'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044028293736', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn23kk,The Lowell lectures on the ascent of man,"Drummond, Henry",1894,,y,author is an evangelist and biologish,1894.0,UK,m,Scottish,1851-1897,,374.0,137526.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.998538733,,Half title: The ascent of man.,94.0,100.0,['32044043231398' 'HN1XM5' 'HN1YS5' 'HN2IDH' 'HW3F22'],"{'lccn': array(['04004017//r922'], dtype=object), 'isbn': array(['0790537230 (microfiche)'], dtype=object), 'ocolc': array(['(OCoLC)1032665610'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn23kk', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044010592319,Spicewood.,"Reese, Lizette Woodworth",1921,,y,poetry; some free verse,1921.0,US,f,US,1856-1935,,72.0,9368.0,eng,LANGUAGE AND LITERATURE,0.625166297,,"Second printing., Bound in blue-gray paper boards; printed paper labels on front cover and spine.",89.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)00503257'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044010592319', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn1eg5,"Radio up to the minute,","Irwin, John R.; Nilson, Arthur R.",1924,,y,radio,1924.0,US,m,US,1897-1945,,408.0,105196.0,eng,SCIENCE,0.74535954,,"Earlier editions have title: Radio, a practical manual, with questions and answers, by John R. Irwin.",95.0,100.0,,"{'lccn': array(['24031622'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)79839289'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1eg5', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044080290661,Author vs. publisher,"Geddes, James",1923,,y,publishing,1923.0,US,m,US,1858-1948,,16.0,5836.0,eng,LANGUAGE AND LITERATURE,0.999006212,,"Pamphlet., Cover serves as title-page., ""Reprinted from the Publications of the Modern Language Association of America, Vol. XXXVIII, no. 1"", pp. xcv-cvi.",85.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)78693383'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044080290661', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn52hs,The Encyclopedia Americana,,1918,,y,reference work; volume B,1918.0,US,unknown,unknown,unknown,,,,,,,,,,,,,,
hn1nxy,Centennial Gleanings,"McCarthy, Kate",1876,,y,need early poems,1876.0,US,f,US,unknown,,,,,,,,,,,,,,
iaappleton,The American Cyclopedia of General Knowledge,"Ripley, George; Dana, Charles A.",1879,,y,"Vol 5, Code - Demotica",1879.0,US,unknown,unknown,unknown,,,,,,,,,,,,,,
ah5vvw,"Andrew A. Bonar, D.D., diary and letters","Bonar, Andrew A.",1894,,y,letters and diary,1894.0,US,m,US,,,432.0,177386.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.8622218370437620,Biography,Introduction dated 1893.,94.0,99.0,,"{'lccn': [], 'isbn': [], 'ocolc': ['(OCoLC)12634644']}","{'url': 'https://hdl.handle.net/2027/hvd.ah5vvw', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
32044004390001,Letters.,"Chao, Yuen Ren",1921,,y,letters and diary,1921.0,Peking,m,Chinese,-1892,,28.0,15880.0,und,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.3472797572612760,,Signed: Yuen Ren Chao.,81.0,96.0,,"{'lccn': [], 'isbn': [], 'ocolc': ['(OCoLC)81098734']}","{'url': 'https://hdl.handle.net/2027/hvd.32044004390001', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044004376976,History of education in India under the rule of the East India Company,"Basu, Baman Das",1922,,y,"published in Calcutta, critical of British",1922.0,Calcutta,m,Indian,1867-1930,,230.0,75370.0,eng,EDUCATION,0.9985987544059750,,,94.0,100.0,,"{'lccn': ['e  24000615'], 'isbn': [], 'ocolc': ['(OCoLC)14300574']}","{'url': 'https://hdl.handle.net/2027/hvd.32044004376976', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044010165728,"The voice of freedom. : A selection from ""Irish freedom"" 1910-1913.",,1913,,y,Irish periodical,1913.0,Dublin,unknown,Irish,unknown,,166.0,54209.0,eng,SOCIAL SCIENCES,0.9410017132759090,,Includes a selection in Irish.,91.0,99.0,,"{'lccn': [], 'isbn': [], 'ocolc': ['(OCoLC)25398834']}","{'url': 'https://hdl.handle.net/2027/hvd.32044010165728', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044010512408,Religious history of Japan : an outline with two appendices on the textual history of the Buddhist scriptures,"Anesaki, Masaharu",1907,,y,Tokyo,1907.0,Tokyo,m,Japanese,,,98.0,24944.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9993401169776920,,"Printed on double leaves Japanese style., Revised for private circulation from the article written for the Encyclopedia Americana.",92.0,98.0,,"{'lccn': [], 'isbn': ['0524011540 (microfiche)'], 'ocolc': ['(OCoLC)06343635']}","{'url': 'https://hdl.handle.net/2027/hvd.32044010512408', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044010530285,Shanghai; a handbook for travellers and residents to the chief objects of interest in and around the foreign settlements and native city.,"Darwent, Charles Ewart.",1920,,y,published Peking,1920.0,Peking,m,UK,-1858,,310.0,124000.0,eng,FINE ARTS,0.514562726,Guidebooks,,92.0,96.0,,"{'lccn': ['49042379'], 'isbn': [], 'ocolc': ['(OCoLC)01101552']}","{'url': 'https://hdl.handle.net/2027/hvd.32044010530285', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044004598603,"Aether and matter; a development of the dynamical relations of the aether to material systems on the basis of the atomic constitution of matter, including a discussion of the influence of the earth's motion on optical phenomena, being an Adams prize essay in the University of Cambridge;","Larmor, Joseph",1900,,y,Irish scientist,1900.0,Dublin,m,Irish,-1857,,406.0,188978.0,eng,SCIENCE,0.9984923601150510,,,94.0,95.0,,"{'lccn': ['03004691'], 'isbn': [], 'ocolc': ['(OCoLC)01470420']}","{'url': 'https://hdl.handle.net/2027/hvd.32044004598603', 'rights_code': 'pd', 'reason_code': 'add', 'last_check': '2025-05-12'}",TRUE
32044010396745,"The Indian eye on English life, or, Rambles of a pilgrim reformer","Malabari, Behramji M.",1895,,y,Indian view of UK,1891.0,Bombay,m,Indian,-1853,,304.0,114629.0,eng,LANGUAGE AND LITERATURE,0.6194748282432560,,,96.0,100.0,,"{'lccn': [], 'isbn': [], 'ocolc': ['(OCoLC)07093626']}","{'url': 'https://hdl.handle.net/2027/hvd.32044010396745', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn1k17,"The autobiography of a ""newspaper girl"" ...","Banks, Elizabeth L.",1902,,y,working-class woman's narrative Ñ or as close as I could get,1902.0,US,f,US,1870-1938,,338.0,117676.0,eng,GENERAL WORKS,0.5425112247467040,Biography,,95.0,99.0,,"{'lccn': ['02023850'], 'isbn': [], 'ocolc': ['(OCoLC)01723574', '(OCoLC)15553287']}","{'url': 'https://hdl.handle.net/2027/hvd.hn1k17', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
brunerslavesadventurestowardfreedom1918,A Slave's Adventures Toward Freedom,"Bruner, Peter",1918,,y,slave autobiography,1918.0,US,m,US,1845-1938,,,,,,,,,,,,,,
britannica1911ab,Encyclopaedia Britannica 1911,,1911,,y,encyclopedia,1911.0,UK,,UK,,,,,,,,,,,,,,,
washingtonpost,The Washington Post,,1911,,y,newspaper,1911.0,US,,US,,,,,,,,,,,,,,,
RSLXIN,Poems,"Blackwell, Anna",1853,,y,poetry,1853,London,f,UK,1816-1900,journalist and spiritualist,,,,,,,,,,,,,
